Track Name,Artist,Streams,URL,Number of Appearnaces in the Top 200,ID,Tempo,Key,Duration,Loudness,Time Signature,Number of Samples
Kills You Slowly,The Chainsmokers,6061025,https://open.spotify.com/track/1Pz3QmQFBFuI60rxCQBeW6,1,1Pz3QmQFBFuI60rxCQBeW6,149.967,1,213.33333,-8.736,4,4704000
!,Trippie Redd,4401357,https://open.spotify.com/track/1qtHdSxiavDgUPZgpGqehx,1,1qtHdSxiavDgUPZgpGqehx,119.961,5,135.33864,-6.311,4,2984217
Dreams Money Can Buy,Drake,4321201,https://open.spotify.com/track/1qyFlfPREPbRcS2BNszdYI,1,1qyFlfPREPbRcS2BNszdYI,180.331,6,253.80322,-6.635,4,5596361
Rule The World (feat. Ariana Grande),2 Chainz,5870185,https://open.spotify.com/track/1R6VwZ8TuHRzxZUxe88n4I,1,1R6VwZ8TuHRzxZUxe88n4I,88.073,8,245.89333,-6.232,4,5421948
Gold Roses (feat. Drake),Rick Ross,4297831,https://open.spotify.com/track/1rX5L6pyl3rVWb55D8Cprr,1,1rX5L6pyl3rVWb55D8Cprr,83.226,1,349.6,-5.8,4,7708680
Kein Plan,Loredana,7390914,https://open.spotify.com/track/1skUhc3JS3jLCfugI3gm41,1,1skUhc3JS3jLCfugI3gm41,102.01,0,155.01782,-5.035,4,3418143
It’s Nice To Have A Friend,Taylor Swift,7780158,https://open.spotify.com/track/1SmiQ65iSAbPto6gPFlBYm,1,1SmiQ65iSAbPto6gPFlBYm,70.008,10,150.44,-9.912,4,3317202
Dumb Blonde (feat. Nicki Minaj),Avril Lavigne,4601464,https://open.spotify.com/track/1Spmq0UazGU6ovMIlGldZX,1,1Spmq0UazGU6ovMIlGldZX,110.017,1,214.65166,-4.682,4,4733069
"SPIRIT - From Disney's ""The Lion King""",Beyoncé,4491520,https://open.spotify.com/track/1tC5WMSlsGDFfqnrquB1ty,1,1tC5WMSlsGDFfqnrquB1ty,80.849,10,277.03003,-8.102,4,6108512
Snake Skin,Trippie Redd,4564747,https://open.spotify.com/track/1usK5eLBzpQTMwDt8SR2dr,1,1usK5eLBzpQTMwDt8SR2dr,144.043,8,186.94444,-8.835,4,4122125
Love Thru The Computer (feat. Justin Bieber),Gucci Mane,4886056,https://open.spotify.com/track/1VsqQEYObJsOPaeZwEXRPg,1,1VsqQEYObJsOPaeZwEXRPg,100.021,6,173.92722,-4.427,4,3835095
Joy To The World,Nat King Cole,7132775,https://open.spotify.com/track/1VuAamHM7P3VQQEXYGG3Uu,1,1VuAamHM7P3VQQEXYGG3Uu,101.918,10,84.98667,-10.334,4,1873956
I Believe,Jonas Brothers,4785310,https://open.spotify.com/track/1vYh9x8UmFTLbXiizk9Qc5,1,1vYh9x8UmFTLbXiizk9Qc5,99.019,9,217.53333,-6.221,4,4796610
Every Hour,Kanye West,12900186,https://open.spotify.com/track/1WnqWQcWcuQbVzgE7ecfCY,1,1WnqWQcWcuQbVzgE7ecfCY,76.997,7,112.23937,-6.23,5,2474878
Self,Khalid,5986366,https://open.spotify.com/track/1WqLtczgKdbHFHhefOU0y7,1,1WqLtczgKdbHFHhefOU0y7,143.98,1,229.96,-7.889,4,5070618
Next,Ufo361,5302420,https://open.spotify.com/track/1x4MJYA9mJRph3fygU51K4,1,1x4MJYA9mJRph3fygU51K4,154.943,10,164.47084,-4.805,4,3626582
"Tough Love (feat. Agnes, Vargas & Lagola)",Avicii,6512015,https://open.spotify.com/track/1yfyIdEw5U2bD5I6gxQCxW,1,1yfyIdEw5U2bD5I6gxQCxW,108.17,8,191.24825,-4.837,4,4217024
Unsainted,Slipknot,5113002,https://open.spotify.com/track/2093eVNfimjmNjU1gk1ES7,1,2093eVNfimjmNjU1gk1ES7,101.078,7,260.27628,-2.885,4,5739092
Yellow Hearts,Ant Saunders,8879641,https://open.spotify.com/track/20JtELGPfOAMq7FpUt8eSM,1,20JtELGPfOAMq7FpUt8eSM,129.047,7,223.25578,-10.938,4,4922790
Atrévete,Nicky Jam,4580309,https://open.spotify.com/track/26Qhn2T88XqVinXQpmSarj,1,26Qhn2T88XqVinXQpmSarj,183.785,11,198.32,-3.824,4,4372956
Gan-Ga - Remix,Bryant Myers,4409061,https://open.spotify.com/track/27qRmG3zOWPvMYUkpPdQ1g,1,27qRmG3zOWPvMYUkpPdQ1g,90.052,6,193.36308,-6.537,4,4263656
Fuck it I love you,Lana Del Rey,5155803,https://open.spotify.com/track/28aEiMfveru430xmXhDCy3,1,28aEiMfveru430xmXhDCy3,129.9,9,218.28793,-10.653,4,4813249
MARYLEAN (feat. Marracash) - prod. Low Kidd,MACHETE,4939508,https://open.spotify.com/track/28fRkU3vhqAJdl9i9458pQ,1,28fRkU3vhqAJdl9i9458pQ,136.955,2,144.09723,-6.743,4,3177344
Blanka,PNL,4580773,https://open.spotify.com/track/295SxdR1DqunCNwd0U767w,1,295SxdR1DqunCNwd0U767w,108.004,2,254.2177,-5.98,4,5605500
Self,Khalid,6377533,https://open.spotify.com/track/29uWfSrklmIxzRIqFFK9jj,1,29uWfSrklmIxzRIqFFK9jj,143.98,1,229.96,-7.889,4,5070618
Push My Luck,The Chainsmokers,5256517,https://open.spotify.com/track/2a3dopgTF1q4rMVDJ1rwBU,1,2a3dopgTF1q4rMVDJ1rwBU,90.036,2,181.844,-6.415,4,4009660
Autre monde,PNL,4721485,https://open.spotify.com/track/2aG2nLUd8NNI7vFuOLBCe0,1,2aG2nLUd8NNI7vFuOLBCe0,134.778,8,281.67,-7.867,3,6210824
La Haine,Luciano,5824858,https://open.spotify.com/track/2AHJLtc81zIfj9EKcVEzmJ,1,2AHJLtc81zIfj9EKcVEzmJ,101.976,5,164.41333,-4.654,4,3625314
Bezerk (feat. A$AP Ferg),Big Sean,5275170,https://open.spotify.com/track/2B9wgj9XzbJZLty03PRbVo,1,2B9wgj9XzbJZLty03PRbVo,184.026,2,151.06667,-4.673,4,3331020
DEUTSCHLAND,Rammstein,5086398,https://open.spotify.com/track/2bPGTMB5sFfFYQ2YvSmup0,1,2bPGTMB5sFfFYQ2YvSmup0,120.117,7,322.3395,-5.242,4,7107586
Flaws And Sins,Juice WRLD,5247633,https://open.spotify.com/track/2BSbCCbaSCzkOEZa6N5901,1,2BSbCCbaSCzkOEZa6N5901,150.046,8,218.34862,-4.55,4,4814587
Kein Plan,Loredana,5574032,https://open.spotify.com/track/2d3WpbJFBND2vwMJyULdfU,1,2d3WpbJFBND2vwMJyULdfU,102.01,0,155.01782,-5.035,4,3418143
Patience,Tame Impala,4823378,https://open.spotify.com/track/2drEUEg0TYQR6dDEHkpuPE,1,2drEUEg0TYQR6dDEHkpuPE,99.965,1,292.2673,-5.966,4,6444494
CHopstix (feat. Travis Scott),ScHoolboy Q,6317461,https://open.spotify.com/track/2EGtBS7Ws3ajiSkJLviFJ4,1,2EGtBS7Ws3ajiSkJLviFJ4,127.931,9,180.45332,-7.092,4,3978996
TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,5688934,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG,1,2FvD20Z8aoWIePi7PoN8sG,160.004,8,136.36626,-4.141,4,3006876
White Christmas (with Shania Twain),Michael Bublé,7534857,https://open.spotify.com/track/2gbCG4Rt9984UZ7Tc0dIFd,1,2gbCG4Rt9984UZ7Tc0dIFd,63.476,10,216.62666,-7.588,4,4776618
Ciumeira - Ao Vivo,Marília Mendonça,4279596,https://open.spotify.com/track/2H1liABu20HXBOmbt5SQz1,1,2H1liABu20HXBOmbt5SQz1,123.842,11,190.0835,-4.83,4,4191341
"Merry Christmas, Happy Holidays",*NSYNC,7972211,https://open.spotify.com/track/2il7ZxLzVhPxMHNidnsa3I,1,2il7ZxLzVhPxMHNidnsa3I,105.007,5,252.90668,-3.984,4,5576592
DHL,Frank Ocean,5531463,https://open.spotify.com/track/2INhKpUdzh7v0j041gZNsz,1,2INhKpUdzh7v0j041gZNsz,122.981,4,268.89334,-10.223,4,5929098
Cherry,Harry Styles,11371850,https://open.spotify.com/track/2IOFZdYYkFxEHVz1w34PoL,1,2IOFZdYYkFxEHVz1w34PoL,95.946,7,259.18668,-9.261,4,5715066
One Call,Gunna,5757160,https://open.spotify.com/track/2IoZOYOZDrWCOLoZoYedxQ,1,2IoZOYOZDrWCOLoZoYedxQ,146.992,2,195.73615,-7.309,4,4315982
Intro : Persona,BTS,8745353,https://open.spotify.com/track/2isSdmQfVv32j2haL6hk9x,1,2isSdmQfVv32j2haL6hk9x,86.622,9,171.02316,-4.475,4,3771061
Feeling,Juice WRLD,5015425,https://open.spotify.com/track/2Jh3UqxnHJMyzMzku4uOtE,1,2Jh3UqxnHJMyzMzku4uOtE,160.0,10,201.92023,-6.004,4,4452341
Sad Song (feat. TINI),Alesso,4612123,https://open.spotify.com/track/2JoIjuzRplpYGvvLpSW2on,1,2JoIjuzRplpYGvvLpSW2on,110.021,0,154.0244,-6.474,4,3396238
Milionària,ROSALÍA,4923311,https://open.spotify.com/track/2K3bjojp1sCLdMMoO5lJ2p,1,2K3bjojp1sCLdMMoO5lJ2p,116.008,8,138.3706,-6.441,4,3051072
Free Spirit,Khalid,6143395,https://open.spotify.com/track/2kAIpGWnlFLQh48iut6Zzq,1,2kAIpGWnlFLQh48iut6Zzq,139.994,2,182.08,-9.477,4,4014864
Mac 10,Trippie Redd,4302449,https://open.spotify.com/track/2KEux6D75xjj6fdabXpeAu,1,2KEux6D75xjj6fdabXpeAu,124.09,9,127.84327,-7.32,4,2818944
The Git Up,Blanco Brown,4307454,https://open.spotify.com/track/2KKijf6Ett4kmVNJze2roh,1,2KKijf6Ett4kmVNJze2roh,97.984,9,200.59396,-8.635,4,4423097
Ronin,Bushido,6053873,https://open.spotify.com/track/2l2UsmkfgmRC6fIDwwsiNM,1,2l2UsmkfgmRC6fIDwwsiNM,84.045,10,166.08,-5.535,4,3662064
Rudolph The Red-Nosed Reindeer,Dean Martin,7299351,https://open.spotify.com/track/2L9QLAhrvtP4EYg1lY0Tnw,1,2L9QLAhrvtP4EYg1lY0Tnw,136.471,7,135.76,-16.768,4,2993508
Quem Me Dera,Márcia Fellipe,4116188,https://open.spotify.com/track/2lAyctg5FocS67eksHoyIg,1,2lAyctg5FocS67eksHoyIg,149.918,6,147.9902,-3.611,4,3263184
Staring At The Sun (feat. SZA),Post Malone,16203381,https://open.spotify.com/track/2leIuE4fdcJoNMSKu5Yr7a,1,2leIuE4fdcJoNMSKu5Yr7a,95.074,6,168.28,-4.389,4,3710574
Der Bratan bleibt der gleiche,Capital Bra,7909105,https://open.spotify.com/track/2M39v73rNJmAXUXIW0oagP,1,2M39v73rNJmAXUXIW0oagP,96.015,0,192.14738,-4.147,4,4236850
Cinnamon Girl,Lana Del Rey,5880972,https://open.spotify.com/track/2mdEsXPu8ZmkHRRtAdC09e,1,2mdEsXPu8ZmkHRRtAdC09e,67.836,6,300.68307,-10.679,4,6630062
Red Room,Offset,8545701,https://open.spotify.com/track/2MJdgSby3DtSS7bUJx2cly,1,2MJdgSby3DtSS7bUJx2cly,112.339,7,241.44,-8.591,4,5323752
Love Me More,Trippie Redd,4824038,https://open.spotify.com/track/2NSWi83peog6gHerzlMCqU,1,2NSWi83peog6gHerzlMCqU,83.381,10,143.71255,-5.853,4,3168862
weR mAChT PaRA 2,Dardan,5072979,https://open.spotify.com/track/2nvmHDiEWXRzS6FUDzUhVL,1,2nvmHDiEWXRzS6FUDzUhVL,149.881,6,172.0,-4.761,4,3792600
The Search,NF,5249202,https://open.spotify.com/track/2OKo7g3KfmCt3kyLvUAL0g,1,2OKo7g3KfmCt3kyLvUAL0g,119.957,2,248.04027,-4.788,4,5469288
You Make It Feel Like Christmas (feat. Blake Shelton),Gwen Stefani,8232193,https://open.spotify.com/track/2OQ6a4CfUeYskpTTgyawyJ,1,2OQ6a4CfUeYskpTTgyawyJ,93.0,2,156.77333,-4.291,4,3456852
Berlin lebt wie nie zuvor,Capital Bra,5447434,https://open.spotify.com/track/2pfio0uHpT4USTPBNeTIWo,1,2pfio0uHpT4USTPBNeTIWo,179.701,1,151.29474,-2.88,4,3336049
200 km/h,Apache 207,5816103,https://open.spotify.com/track/2PGA1AsJal6cyMNmKyE56q,1,2PGA1AsJal6cyMNmKyE56q,148.065,11,163.14667,-6.455,4,3597384
Old Town Road,Lil Nas X,6530006,https://open.spotify.com/track/2pMl9Sx4glsuk5ikZtFBtX,1,2pMl9Sx4glsuk5ikZtFBtX,136.012,1,113.00571,-6.063,4,2491776
Notificação Preferida - Ao Vivo,Zé Neto & Cristiano,4460662,https://open.spotify.com/track/2qkNnJvQvhLiZ63X1L3eFz,1,2qkNnJvQvhLiZ63X1L3eFz,156.008,8,182.34073,-4.734,3,4020613
Mary's Boy Child / Oh My Lord,Boney M.,5781047,https://open.spotify.com/track/2qqZ5fOGuNvYVzgPFDLQ4l,1,2qqZ5fOGuNvYVzgPFDLQ4l,112.542,0,241.42667,-8.722,4,5323458
Never Go Back,Dennis Lloyd,6215791,https://open.spotify.com/track/2QrXzOqLCVDRZHkToA0tSR,1,2QrXzOqLCVDRZHkToA0tSR,78.6,9,175.42413,-4.85,4,3868102
Santa Baby,Kylie Minogue,9558863,https://open.spotify.com/track/2SBr3MK1sdMs8IxdRcN6qz,1,2SBr3MK1sdMs8IxdRcN6qz,86.952,1,201.65334,-7.12,4,4446456
COMMANDO (feat. G-Eazy),Logic,4492703,https://open.spotify.com/track/2SDFznsHkeFXiPFwN0npVM,1,2SDFznsHkeFXiPFwN0npVM,77.028,8,211.93333,-6.473,4,4673130
I Know,Post Malone,11954473,https://open.spotify.com/track/2sfZgYusD8bBvB7qWekvSx,1,2sfZgYusD8bBvB7qWekvSx,102.94,1,141.41333,-5.671,4,3118164
I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),Lil Peep,4878588,https://open.spotify.com/track/2v5JTeM6hSmi5wWy7jiwrI,1,2v5JTeM6hSmi5wWy7jiwrI,129.939,5,233.61333,-3.568,4,5151174
Wow.,Post Malone,16483798,https://open.spotify.com/track/2ve5NyzWHUbIYxL33goCX7,1,2ve5NyzWHUbIYxL33goCX7,99.96,11,149.54668,-7.359,4,3297504
Bad Luck,Khalid,7273393,https://open.spotify.com/track/2vsuel3g4zaLYSOY0mOMbi,1,2vsuel3g4zaLYSOY0mOMbi,164.047,1,231.65334,-5.515,4,5107956
Out The Mud,Lil Baby,4562521,https://open.spotify.com/track/2wZjsbwmWfNVslgV5afl1L,1,2wZjsbwmWfNVslgV5afl1L,160.051,1,157.81624,-5.785,4,3479848
Mood Swings,A Boogie Wit da Hoodie,5003703,https://open.spotify.com/track/2xE16muNCmhZwSOv3i1d1H,1,2xE16muNCmhZwSOv3i1d1H,120.073,4,156.9604,-5.54,4,3460977
Thank God It's Christmas - Non-Album Single,Queen,10051607,https://open.spotify.com/track/2xGO2UjzxeVQSIkyg98vck,1,2xGO2UjzxeVQSIkyg98vck,83.425,7,261.62668,-8.891,5,5768868
Highway to Hell,AC/DC,4660169,https://open.spotify.com/track/2zYzyRzz6pRmhPzyfMEC8s,1,2zYzyRzz6pRmhPzyfMEC8s,115.728,6,208.4,-4.793,4,4595220
CROWN,TOMORROW X TOGETHER,4467968,https://open.spotify.com/track/32h6yQGn4oAhZ0HRsTMX26,1,32h6yQGn4oAhZ0HRsTMX26,110.977,5,230.70667,-5.819,4,5087082
Power is Power,SZA,12087846,https://open.spotify.com/track/35RDmXJ59YYGNlv1KfTGsP,1,35RDmXJ59YYGNlv1KfTGsP,179.913,4,211.26666,-7.485,4,4658430
Reply (feat. Lil Uzi Vert),A Boogie Wit da Hoodie,6725748,https://open.spotify.com/track/364spZLB5bhNlnPrzvUB41,1,364spZLB5bhNlnPrzvUB41,112.15,9,183.58858,-6.553,5,4048128
"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",Dreamville,6622779,https://open.spotify.com/track/36J0iaPDGbYGsHvYpaYs3k,1,36J0iaPDGbYGsHvYpaYs3k,149.804,0,169.14667,-5.368,4,3729684
X,Nicky Jam,4266545,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA,1,39N9RPD9MRb5WmoLzNzPeA,180.073,9,173.62794,-4.736,4,3828496
Hallo Hallo,Azet,4888449,https://open.spotify.com/track/3aYAAXlB1yvUs5MJ0FI3bh,1,3aYAAXlB1yvUs5MJ0FI3bh,98.036,5,166.7249,-6.674,4,3676284
Cambio,Ozuna,5058290,https://open.spotify.com/track/3cg9A9GVyZAT2CPevqWr65,1,3cg9A9GVyZAT2CPevqWr65,174.043,11,370.49152,-6.839,4,8169338
Psycho,Red Velvet,5724850,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK,1,3CYH422oy1cZNoo0GTG1TK,139.987,8,210.56,-2.203,4,4642848
Nummer 1,Capital Bra,6077518,https://open.spotify.com/track/3drwaFqLSEjqzjNRbjap0R,1,3drwaFqLSEjqzjNRbjap0R,96.016,6,155.0,-6.252,4,3417750
Leave Me Alone,NF,4754698,https://open.spotify.com/track/3EtyEzMpfKSaoVhPunvbRV,1,3EtyEzMpfKSaoVhPunvbRV,162.11,1,308.65192,-3.72,4,6805775
I Don't Want Your Money (feat. H.E.R.),Ed Sheeran,7714728,https://open.spotify.com/track/3FHXUqaUer9o231Je1zxIN,1,3FHXUqaUer9o231Je1zxIN,91.419,8,204.50667,-6.536,4,4509372
Before I Let Go - Homecoming Live Bonus Track,Beyoncé,5781876,https://open.spotify.com/track/3FUXVbi9ugVUqJ3rPrfd2G,1,3FUXVbi9ugVUqJ3rPrfd2G,103.009,6,240.77669,-5.589,4,5309126
Veleno 7,Gemitaiz,7235843,https://open.spotify.com/track/3fV9z98dnQLSIPIMMJXCm7,1,3fV9z98dnQLSIPIMMJXCm7,132.991,6,173.37079,-6.237,4,3822826
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,4708224,https://open.spotify.com/track/3gdewACMIVMEWVbyb8O9sY,1,3gdewACMIVMEWVbyb8O9sY,136.571,10,281.61334,-9.119,4,6209574
Neptun,KC Rebell,4956887,https://open.spotify.com/track/3GmfHF5RUe6r5C9UbvIXQp,1,3GmfHF5RUe6r5C9UbvIXQp,93.136,6,197.83229,-7.154,4,4362202
What Christmas Means To Me,Stevie Wonder,7721272,https://open.spotify.com/track/3h1EREJfCwyv6cG7CGak5d,1,3h1EREJfCwyv6cG7CGak5d,167.486,5,147.22667,-10.135,4,3246348
Parado no Bailão,MC L da Vinte,4758607,https://open.spotify.com/track/3Hb9kUdm4yf839Fle4RIdT,1,3Hb9kUdm4yf839Fle4RIdT,86.533,11,171.69211,-1.624,5,3785811
A Thousand Bad Times,Post Malone,19204719,https://open.spotify.com/track/3hFG4jR5stnIQJDI64KlJY,1,3hFG4jR5stnIQJDI64KlJY,159.0,6,221.17332,-3.498,4,4876872
Venice Bitch,Lana Del Rey,4976405,https://open.spotify.com/track/3hwQhakFwm9soLEBnSDH17,1,3hwQhakFwm9soLEBnSDH17,78.815,9,577.1992,-12.986,4,12727243
Wow. - Remix,Post Malone,4975639,https://open.spotify.com/track/3IKRHd9ihUdGffgz4Mbgv0,1,3IKRHd9ihUdGffgz4Mbgv0,100.002,11,170.05333,-6.272,4,3749676
Omertà,Drake,7854354,https://open.spotify.com/track/3kCwyvhvVTyehIzYN2I0nF,1,3kCwyvhvVTyehIzYN2I0nF,164.119,6,219.50667,-2.232,4,4840122
Ocean (feat. Khalid),Martin Garrix,4104898,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS,1,3nc420PXjTdBV5TN0gCFkS,139.912,0,216.41965,-7.265,4,4772053
All the Time,Zara Larsson,4904256,https://open.spotify.com/track/3OTSBoYKO7HzGVj8Bu2OH9,1,3OTSBoYKO7HzGVj8Bu2OH9,101.976,6,228.11197,-2.868,4,5029869
What's the Move (feat. Lil Uzi Vert),Young Thug,4420722,https://open.spotify.com/track/3pTScODwk9tggZzmuH6xDY,1,3pTScODwk9tggZzmuH6xDY,124.018,7,251.08,-7.877,4,5536314
Sunset (with J. Cole feat. Young Nudy),Dreamville,4581012,https://open.spotify.com/track/3pZO6GoVPeSYDxxsH6vCdj,1,3pZO6GoVPeSYDxxsH6vCdj,129.976,1,178.37334,-7.049,4,3933132
Summer Cem (feat. Luciano),Summer Cem,6047678,https://open.spotify.com/track/3QIrkRSTz3yPd44HzN6qJr,1,3QIrkRSTz3yPd44HzN6qJr,135.025,2,160.54668,-6.871,4,3540054
Norman fucking Rockwell,Lana Del Rey,8937691,https://open.spotify.com/track/3RIgHHpnFKj5Rni1shokDj,1,3RIgHHpnFKj5Rni1shokDj,76.74,5,248.93446,-12.49,1,5489005
Quiere Beber,Anuel AA,4208734,https://open.spotify.com/track/3rPAD722s5FFNnwjC91t7Z,1,3rPAD722s5FFNnwjC91t7Z,95.038,8,187.12498,-3.482,4,4126106
Hop Off A Jet (feat. Travis Scott),Young Thug,5746304,https://open.spotify.com/track/3RZftiuTcLOqpsd8ZlwNhr,1,3RZftiuTcLOqpsd8ZlwNhr,144.998,7,174.06667,-8.951,4,3838170
The Motion,Drake,4590009,https://open.spotify.com/track/3t8pnImpBpOwxdtYBpKvA9,1,3t8pnImpBpOwxdtYBpKvA9,157.628,11,241.0,-8.219,4,5314050
Come Thru (with Usher),Summer Walker,5084823,https://open.spotify.com/track/3TTMUI5dFcbeNSDTTDY9M8,1,3TTMUI5dFcbeNSDTTDY9M8,152.001,5,181.01334,-3.092,4,3991344
ROMEO & JULIET,Loredana,4555070,https://open.spotify.com/track/3uB8KqnEoQq5bTQ1JFHJ7Y,1,3uB8KqnEoQq5bTQ1JFHJ7Y,125.465,5,198.62666,-3.863,5,4379718
Alleen,KC Rebell,5147368,https://open.spotify.com/track/3UDsmMZsEMsvM82OcdqJWu,1,3UDsmMZsEMsvM82OcdqJWu,159.881,3,160.09624,-6.229,4,3530122
Doch in der Nacht,Apache 207,4842757,https://open.spotify.com/track/3uhTOxvu2h2YEm0uPNF2vi,1,3uhTOxvu2h2YEm0uPNF2vi,130.994,9,191.76,-6.906,4,4228308
Let Me Know (I Wonder Why Freestyle),Juice WRLD,7268666,https://open.spotify.com/track/3wwo0bJvDSorOpNfzEkfXx,1,3wwo0bJvDSorOpNfzEkfXx,125.028,7,215.38074,-7.895,4,4749145
Jay Jay,MERO,5116889,https://open.spotify.com/track/3YxCKq3YPnTekAofhaHABZ,1,3YxCKq3YPnTekAofhaHABZ,82.101,10,137.58667,-8.287,4,3033786
Happy Xmas (War Is Over),Céline Dion,6199243,https://open.spotify.com/track/3zZqro4MGeFOR40HxFEPlv,1,3zZqro4MGeFOR40HxFEPlv,172.044,3,254.70667,-5.254,4,5616282
Ex Bitch,XXXTENTACION,5500157,https://open.spotify.com/track/40KuvsFD0zpUFuCcmt5Xm0,1,40KuvsFD0zpUFuCcmt5Xm0,78.99,7,121.6717,-6.227,4,2682861
Fantasía,Ozuna,6692952,https://open.spotify.com/track/40rXWke6SnXiGkSmaT8ZUr,1,40rXWke6SnXiGkSmaT8ZUr,180.074,2,175.18668,-5.938,4,3862866
Keine Liebe,RIN,6134821,https://open.spotify.com/track/41wZE5FpxbPaZqXtlmBhPG,1,41wZE5FpxbPaZqXtlmBhPG,104.084,0,197.93333,-4.973,4,4364430
Into the Unknown - Panic! At The Disco Version,Panic! At The Disco,5198066,https://open.spotify.com/track/421eObjg0DTm2qajJl5OJm,1,421eObjg0DTm2qajJl5OJm,116.719,1,189.13202,-6.225,4,4170361
D.R.E.A.M. (feat. Ghostface Killah),Miley Cyrus,4968610,https://open.spotify.com/track/42zePe03Iq8tvFcJAIKkp8,1,42zePe03Iq8tvFcJAIKkp8,160.026,0,168.34666,-5.127,4,3712044
Wir sind Kral,Ufo361,5060101,https://open.spotify.com/track/44Fc0oSgRn1MFwu18TcY8S,1,44Fc0oSgRn1MFwu18TcY8S,158.004,11,154.03914,-6.606,4,3396563
It's Beginning To Look Like Christmas,Bing Crosby,6892613,https://open.spotify.com/track/44mYhOVgerj2qPjkGDVA6n,1,44mYhOVgerj2qPjkGDVA6n,96.94,0,166.0,-15.018,4,3660300
Water,Kanye West,12604488,https://open.spotify.com/track/454Epa1vrCGFddHXKyC1kb,1,454Epa1vrCGFddHXKyC1kb,82.338,2,168.41995,-12.404,4,3713660
Golden,Harry Styles,11762304,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl,1,45S5WTQEGOB1VHr1Q4FuPl,139.863,4,208.90668,-5.257,4,4606392
Soon You’ll Get Better (feat. The Chicks),Taylor Swift,9363501,https://open.spotify.com/track/4AYtqFyFbX0Xkc2wtcygTr,1,4AYtqFyFbX0Xkc2wtcygTr,207.476,0,201.58667,-12.566,4,4444986
DNA,KC Rebell,5987137,https://open.spotify.com/track/4BD9yUEFI07WaDJ381DDMq,1,4BD9yUEFI07WaDJ381DDMq,156.033,2,253.34644,-5.242,4,5586289
Peta (feat. Meek Mill),Roddy Ricch,5147112,https://open.spotify.com/track/4bl1HBZliBuYpFZjWgefE4,1,4bl1HBZliBuYpFZjWgefE4,140.114,10,198.8488,-7.339,4,4384616
Killer Queen - 2011 Mix,Queen,4497995,https://open.spotify.com/track/4cIPLtg1avt2Jm3ne9S1zy,1,4cIPLtg1avt2Jm3ne9S1zy,117.218,10,179.6,-6.326,4,3960180
All I Want (For Christmas),Liam Payne,6368370,https://open.spotify.com/track/4Day5xkFhvHLwXykznyRLA,1,4Day5xkFhvHLwXykznyRLA,140.007,7,181.144,-10.079,4,3994225
Marlboro Rot,Samra,5263807,https://open.spotify.com/track/4e6l3QGj4RZesjDLVqYk3H,1,4e6l3QGj4RZesjDLVqYk3H,94.03,1,191.0,-3.981,4,4211550
Todo Mundo Vai Sofrer - Ao Vivo,Marília Mendonça,4420338,https://open.spotify.com/track/4E6RdcCWMiHTu7zy1VTNDo,1,4E6RdcCWMiHTu7zy1VTNDo,111.454,3,154.66113,-3.864,4,3410278
Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,5987109,https://open.spotify.com/track/4ea9w8c4ROqiZpJVhfBA3m,1,4ea9w8c4ROqiZpJVhfBA3m,111.983,7,279.90668,-8.206,4,6171942
"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",Dreamville,5558029,https://open.spotify.com/track/4eqrNsKy9Mvg1fvfsTVIAE,1,4eqrNsKy9Mvg1fvfsTVIAE,149.693,1,169.14667,-5.247,4,3729684
"Down Like That (feat. Rick Ross, Lil Baby & S-X)",KSI,4777684,https://open.spotify.com/track/4etKC4ngPKsQDHUMnYgV3A,1,4etKC4ngPKsQDHUMnYgV3A,139.472,1,175.46204,-4.956,4,3868938
Do You Hear What I Hear?,Bing Crosby,6632340,https://open.spotify.com/track/4EZUcj7c8n9pWIwHqN0DoH,1,4EZUcj7c8n9pWIwHqN0DoH,100.83,10,165.96,-10.892,4,3659418
Cold December Night,Michael Bublé,5632418,https://open.spotify.com/track/4FPrAERfkPKOBKrRoyuxLu,1,4FPrAERfkPKOBKrRoyuxLu,83.873,3,198.26666,-6.763,4,4371780
Adriana,RAF Camora,5215875,https://open.spotify.com/track/4G3gFk4oyvt8klQEVJBzea,1,4G3gFk4oyvt8klQEVJBzea,135.04,7,165.12454,-5.777,4,3640996
I'm Gonna Be,Post Malone,16445471,https://open.spotify.com/track/4hDoWaIklSVAKLocU3IDBr,1,4hDoWaIklSVAKLocU3IDBr,117.943,5,200.68,-4.008,4,4424994
Jingle Bells - Remastered 1999,Frank Sinatra,7061048,https://open.spotify.com/track/4HEOgBHRCExyYVeTyrXsnL,1,4HEOgBHRCExyYVeTyrXsnL,174.609,8,120.69333,-13.119,4,2661288
